"","code","jarCode","name","municipality","ecoActCode","ecoActName","month","avgWage","numInsured","tax"
"2584",934530,300043467,"UAB AUTOROSTADA","Kretingos r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2585",934530,300043467,"UAB AUTOROSTADA","Kretingos r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",NA,3,NA
"2586",934530,300043467,"UAB AUTOROSTADA","Kretingos r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",492.5,4,456.2
"2587",934530,300043467,"UAB AUTOROSTADA","Kretingos r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",507.5,4,470.22
"2588",934530,300043467,"UAB AUTOROSTADA","Kretingos r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",393.75,4,359.79
"2589",934530,300043467,"UAB AUTOROSTADA","Kretingos r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",507.5,4,470.22
"2590",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",664.03,21,3179.8
"2591",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",600.54,20,2710.48
"2592",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",534.94,21,2531.5
"2593",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",509.36,20,2286.79
"2594",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",546.51,18,2209.44
"2595",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",561.99,20,2533.31
"2596",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",602.53,20,2731.8
"2597",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",594.83,20,2698.9
"2598",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",595.97,20,2703.94
"2599",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",555.69,20,2516.44
"2600",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",614.76,20,2750.22
"2601",246602,300044291,"UAB PABALTIJO AUTOMOBILIŲ PREKYBA","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",584.23,18,2368.72
"2602",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",2961.89,5,3399.27
"2603",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",3073.35,5,3552.25
"2604",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",3104.41,5,3588.26
"2605",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",2745.42,5,3172.25
"2606",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",2418.83,5,2785.87
"2607",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",2480.53,5,2859.98
"2608",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",2808.03,5,3230.04
"2609",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",2914.98,5,3360.97
"2610",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",2473.93,6,3420.62
"2611",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",2893.55,5,3339.83
"2612",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",2901.43,5,3349.39
"2613",732969,300044423,"UAB AUTOVISTA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",3041.42,5,3512.98
"2614",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,3,NA
"2615",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,3,NA
"2616",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,3,NA
"2617",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,3,NA
"2618",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,3,NA
"2619",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,3,NA
"2620",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2621",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",NA,3,NA
"2622",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",NA,3,NA
"2623",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",NA,3,NA
"2624",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",NA,3,NA
"2625",693258,300044537,"UAB SAVIRIDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",NA,3,NA
"2626",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",712.5,4,680.45
"2627",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",712.5,4,680.45
"2628",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",614.67,4,587.01
"2629",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",541.28,4,516.92
"2630",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",542.31,4,517.88
"2631",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",588.15,4,561.96
"2632",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",712.5,4,680.45
"2633",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",712.5,4,680.45
"2634",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",712.5,4,680.45
"2635",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",712.5,4,680.45
"2636",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",712.5,4,680.45
"2637",693223,300044747,"UAB RAVELA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",712.5,4,680.45
"2638",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,3,NA
"2639",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,3,NA
"2640",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,3,NA
"2641",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,2,NA
"2642",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,2,NA
"2643",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,3,NA
"2644",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2645",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",750,4,698.1
"2646",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",750,4,698.09
"2647",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",675,4,625.28
"2648",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",744.3,4,692.57
"2649",693224,300047362,"UAB ZIGMARATAS","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",633.93,4,585.41
"2650",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",741.67,15,2572.81
"2651",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",764.45,15,2645
"2652",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",524.94,15,1815.46
"2653",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",518.5,11,1299.86
"2654",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",633.7,9,1297.28
"2655",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",594.43,11,1523.39
"2656",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",713.94,11,1836.61
"2657",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",760.6,10,1781.49
"2658",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",699.74,11,1802.78
"2659",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",782.55,11,2015.66
"2660",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",737.02,11,1897.11
"2661",858118,300048877,"UAB AUTOARMADA","Radviliškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",780.48,9,1640.72
"2662",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",1098.33,6,1578.32
"2663",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",1098.33,6,1578.32
"2664",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",603.83,6,859.75
"2665",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,3,NA
"2666",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,2,NA
"2667",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",468.1,4,436.14
"2668",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",1098.33,6,1578.32
"2669",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",1098.33,6,1578.32
"2670",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",1098.33,6,1578.32
"2671",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",1177.72,6,1693.91
"2672",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",1256,5,1503.08
"2673",247090,300052046,"UAB MJM MOTORS","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",1336.47,5,1594.55
"2674",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,3,NA
"2675",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,3,NA
"2676",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,3,NA
"2677",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,3,NA
"2678",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,3,NA
"2679",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,3,NA
"2680",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2681",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",NA,3,NA
"2682",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",NA,3,NA
"2683",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",NA,3,NA
"2684",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",NA,3,NA
"2685",991923,300053194,"UAB NORGINTA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",NA,3,NA
"2686",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,3,NA
"2687",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,3,NA
"2688",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,3,NA
"2689",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,3,NA
"2690",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,3,NA
"2691",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,3,NA
"2692",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2693",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",NA,3,NA
"2694",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",NA,3,NA
"2695",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",NA,3,NA
"2696",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",NA,3,NA
"2697",991928,300054613,"UŽDAROJI AKCINĖ BENDROVĖ ARTIS VIA","Pasvalio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",NA,3,NA
"2698",738016,300061038,"UAB ""AUTOVIVA""","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",NA,1,NA
"2699",738016,300061038,"UAB ""AUTOVIVA""","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",NA,1,NA
"2700",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,1,NA
"2701",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,1,NA
"2702",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,1,NA
"2703",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,1,NA
"2704",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,1,NA
"2705",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,1,NA
"2706",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,1,NA
"2707",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",NA,1,NA
"2708",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",NA,1,NA
"2709",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",NA,1,NA
"2710",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",NA,1,NA
"2711",738178,300061636,"UAB VILNIAUS FORMA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",NA,1,NA
"2712",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",532,5,601.31
"2713",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",471,5,536.43
"2714",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",360,4,325.86
"2715",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,2,NA
"2716",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,3,NA
"2717",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",473.9,5,532.11
"2718",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",532,5,601.31
"2719",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",532,5,601.31
"2720",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",532,5,601.31
"2721",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",532,5,601.32
"2722",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",501.5,5,564.3
"2723",657573,300062446,"UAB DOVINA","Vilkaviškio r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",433.24,5,496.27
"2724",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,3,NA
"2725",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,3,NA
"2726",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,3,NA
"2727",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,3,NA
"2728",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,3,NA
"2729",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,3,NA
"2730",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2731",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",NA,3,NA
"2732",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",NA,3,NA
"2733",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",NA,3,NA
"2734",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",NA,3,NA
"2735",693352,300063224,"UAB KRISROLDA","Tauragės r. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",NA,3,NA
"2736",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,3,NA
"2737",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202002",NA,3,NA
"2738",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202003",NA,3,NA
"2739",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202004",NA,3,NA
"2740",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202005",NA,3,NA
"2741",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202006",NA,3,NA
"2742",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202007",NA,3,NA
"2743",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202008",61.37,5,69.11
"2744",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202009",62.11,5,69.9
"2745",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202010",212.24,4,200.94
"2746",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202011",210.2,4,199.02
"2747",738654,300064956,"UAB RAVIKA","Vilniaus m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202012",211.96,4,200.68
"2748",248100,300064995,"UAB VIDAUS INSTALIACINIŲ SISTEMŲ GRUPĖ","Kauno m. sav.",451100,"Automobilių ir lengvųjų variklinių transporto priemonių pardavimas","202001",NA,2,NA
